protein_id	type	confidence	probability	e_value	score	hmm_model
sequence_10926|prob_0.9851	Adaptation	High	100.0	2.5e-87	293.8	cas14u
sequence_8938|prob_0.9938	Adaptation	High	100.0	5.9e-80	269.5	cas14u
sequence_5445|prob_0.9992	Adaptation	High	100.0	4.7e-50	171.0	cas14u
sequence_2297|prob_0.9999	Adaptation	High	100.0	7.8e-85	285.6	cas14u
sequence_798|prob_1.0000	Adaptation	High	100.0	2.3e-81	274.2	cas14u
sequence_206|prob_1.0000	Adaptation	High	100.0	1.4e-71	241.9	cas14u
sequence_207|prob_1.0000	Adaptation	High	100.0	1.4e-71	241.9	cas14u
sequence_2111|prob_0.9999	Adaptation	High	100.0	1.1e-81	275.2	cas14u
sequence_4948|prob_0.9994	Adaptation	High	100.0	5.8e-33	114.7	cas14u
sequence_19921|prob_0.8132	Adaptation	High	100.0	3.7e-46	158.2	cas14u
sequence_8010|prob_0.9962	Adaptation	High	100.0	3.5e-36	125.3	cas14u
sequence_3420|prob_0.9998	Adaptation	High	100.0	1.7e-87	294.4	cas14u
sequence_1064|prob_0.9999	Adaptation	High	100.0	4.2e-81	273.3	cas14u
sequence_8072|prob_0.9961	Adaptation	High	100.0	3.4e-51	174.8	cas14u
sequence_8248|prob_0.9957	Adaptation	High	100.0	5.7e-90	302.5	cas14u
sequence_19910|prob_0.8136	Adaptation	High	100.0	9e-57	193.1	cas14u
sequence_8505|prob_0.9950	Adaptation	High	100.0	1.5e-86	291.3	cas14u
sequence_1308|prob_0.9999	Adaptation	High	100.0	5.2e-87	292.8	cas14u
sequence_16922|prob_0.9129	Adaptation	High	100.0	3.7e-72	243.8	cas14u
sequence_5631|prob_0.9991	Adaptation	High	100.0	9.2e-53	179.9	cas14u
sequence_12188|prob_0.9767	Adaptation	High	100.0	7.1e-41	140.8	cas14u
sequence_12189|prob_0.9767	Adaptation	High	100.0	7.1e-41	140.8	cas14u
sequence_3455|prob_0.9998	Adaptation	High	100.0	1.1e-81	275.2	cas14u
sequence_18638|prob_0.8680	Adaptation	High	100.0	6.6e-81	272.7	cas14u
sequence_9299|prob_0.9926	Adaptation	High	100.0	5.2e-64	217.0	cas14u
sequence_5183|prob_0.9993	Adaptation	High	100.0	8.5e-39	133.9	cas14u
sequence_16233|prob_0.9264	Adaptation	High	100.0	6.7e-82	275.9	cas14u
sequence_11312|prob_0.9827	Adaptation	High	100.0	3e-83	280.4	cas14u
sequence_8541|prob_0.9949	Adaptation	High	100.0	2.7e-85	287.1	cas14u
sequence_9531|prob_0.9918	Adaptation	High	100.0	1.8e-16	60.4	cas14u
sequence_6078|prob_0.9988	Adaptation	High	100.0	7.8e-84	282.3	cas14u
sequence_15347|prob_0.9409	Adaptation	High	100.0	2.7e-53	181.7	cas14u
sequence_10898|prob_0.9853	Adaptation	High	100.0	1.4e-84	284.8	cas14u
sequence_4429|prob_0.9996	Adaptation	High	100.0	1.4e-47	162.9	cas14u
sequence_2098|prob_0.9999	Adaptation	High	100.0	7.2e-91	305.5	cas14u
sequence_15249|prob_0.9422	Adaptation	High	100.0	3.9e-84	283.3	cas14u
sequence_12110|prob_0.9774	Adaptation	High	100.0	6e-57	193.7	cas14u
sequence_2205|prob_0.9999	Adaptation	High	100.0	3.6e-15	56.1	cas14u
sequence_10963|prob_0.9849	Adaptation	High	100.0	1.9e-36	126.2	cas14u
sequence_6445|prob_0.9985	Adaptation	High	100.0	1.3e-56	192.6	cas14u
sequence_10747|prob_0.9861	Adaptation	High	100.0	3.3e-82	276.9	cas14u
sequence_9071|prob_0.9933	Adaptation	High	100.0	4.7e-77	260.0	cas14u
sequence_18442|prob_0.8741	Adaptation	High	100.0	6.4e-85	285.9	cas14u
sequence_2625|prob_0.9999	Adaptation	High	100.0	1.1e-45	156.7	cas14u
sequence_19978|prob_0.8100	Adaptation	High	100.0	1.7e-11	44.0	cas14u
sequence_15800|prob_0.9340	Adaptation	High	100.0	1.5e-81	274.8	cas14u
sequence_6556|prob_0.9984	Adaptation	High	100.0	1.9e-81	274.4	cas14u
sequence_11128|prob_0.9839	Adaptation	High	100.0	5.4e-82	276.2	cas14u
sequence_1377|prob_0.9999	Adaptation	High	100.0	7.4e-86	289.0	cas14u
sequence_7485|prob_0.9972	Adaptation	High	100.0	7.6e-58	196.7	cas14u
sequence_9309|prob_0.9925	Adaptation	High	100.0	1.5e-94	317.6	cas14u
sequence_19174|prob_0.8478	Adaptation	High	100.0	3.3e-81	273.7	cas14u
sequence_743|prob_1.0000	Adaptation	High	100.0	6.6e-77	259.5	cas14u
sequence_6358|prob_0.9986	Adaptation	High	100.0	1.8e-36	126.3	cas14u
sequence_11697|prob_0.9803	Adaptation	High	100.0	6.3e-87	292.5	cas14u
sequence_1600|prob_0.9999	Adaptation	High	100.0	7.5e-75	252.7	cas14u
sequence_1401|prob_0.9999	Adaptation	High	100.0	1.3e-36	126.7	cas14u
sequence_8826|prob_0.9941	Adaptation	High	100.0	1.6e-85	287.9	cas14u
sequence_7869|prob_0.9965	Adaptation	High	100.0	2.5e-88	297.1	cas14u
sequence_8939|prob_0.9938	Adaptation	High	100.0	2.1e-14	53.6	cas14u
sequence_10811|prob_0.9858	Adaptation	High	100.0	4e-78	263.5	cas14u
sequence_6413|prob_0.9986	Adaptation	High	100.0	2.7e-59	201.4	cas14u
sequence_14790|prob_0.9489	Adaptation	High	100.0	2.8e-85	287.1	cas14u
sequence_1459|prob_0.9999	Adaptation	High	100.0	2.5e-82	277.3	cas14u
sequence_4863|prob_0.9994	Adaptation	High	100.0	3.8e-81	273.4	cas14u
sequence_1078|prob_0.9999	Adaptation	High	100.0	2e-70	238.1	cas14u
sequence_644|prob_1.0000	Adaptation	High	100.0	4.7e-86	289.6	cas14u
sequence_13947|prob_0.9594	Adaptation	High	100.0	9e-41	140.4	cas14u
sequence_10383|prob_0.9880	Adaptation	High	100.0	6.9e-48	163.9	cas14u
sequence_1210|prob_0.9999	Adaptation	High	100.0	4.1e-73	247.0	cas14u
sequence_9683|prob_0.9912	Adaptation	High	100.0	1e-83	281.9	cas14u
sequence_464|prob_1.0000	Adaptation	High	100.0	2e-84	284.3	cas14u
sequence_16930|prob_0.9128	Adaptation	High	100.0	1.2e-81	275.0	cas14u
sequence_9754|prob_0.9909	Adaptation	High	100.0	1.1e-60	206.1	cas14u
sequence_1206|prob_0.9999	Adaptation	High	100.0	1.7e-84	284.4	cas14u
sequence_9093|prob_0.9932	Adaptation	High	100.0	3.1e-82	277.0	cas14u
sequence_2561|prob_0.9999	Adaptation	High	100.0	1.4e-82	278.2	cas14u
sequence_6846|prob_0.9981	Adaptation	High	100.0	1.5e-85	288.0	cas14u
sequence_3559|prob_0.9997	Adaptation	High	100.0	2.2e-76	257.7	cas14u
sequence_9461|prob_0.9921	Adaptation	High	100.0	5.6e-87	292.7	cas14u
sequence_6088|prob_0.9988	Adaptation	High	100.0	3.7e-85	286.7	cas14u
sequence_17923|prob_0.8899	Adaptation	High	100.0	1.3e-82	278.3	cas14u
sequence_10206|prob_0.9889	Adaptation	High	100.0	7.4e-84	282.4	cas14u
sequence_463|prob_1.0000	Adaptation	High	100.0	1.1e-82	278.5	cas14u
sequence_16482|prob_0.9220	Adaptation	High	100.0	5.9e-77	259.6	cas14u
sequence_19333|prob_0.8398	Adaptation	High	100.0	1.8e-60	205.4	cas14u
sequence_6757|prob_0.9982	Adaptation	High	100.0	1.9e-80	271.2	cas14u
sequence_2910|prob_0.9998	Adaptation	High	100.0	2.2e-41	142.4	cas14u
sequence_5991|prob_0.9989	Adaptation	High	100.0	3.7e-84	283.4	cas14u
sequence_1185|prob_0.9999	Adaptation	High	100.0	1.7e-81	274.6	cas14u
sequence_2355|prob_0.9999	Adaptation	High	100.0	1.4e-43	149.7	cas14u
sequence_1149|prob_0.9999	Adaptation	High	100.0	1.6e-76	258.2	cas14u
sequence_10977|prob_0.9849	Adaptation	High	100.0	3.5e-49	168.1	cas14u
sequence_5194|prob_0.9993	Adaptation	High	100.0	0	1361.9	cas12l_a
sequence_10381|prob_0.9880	Adaptation	High	100.0	2.1e-36	126.0	cas14u
sequence_3800|prob_0.9997	Adaptation	High	100.0	1.6e-39	136.3	cas14u
sequence_3959|prob_0.9997	Adaptation	High	100.0	5.2e-37	128.0	cas14u
sequence_11770|prob_0.9798	Adaptation	Medium	78.2	1.5e-08	34.3	cas14u
sequence_8878|prob_0.9940	Adaptation	High	100.0	4.8e-46	157.8	cas14u
sequence_10470|prob_0.9875	Adaptation	High	100.0	2.2e-44	152.4	cas14u
sequence_6241|prob_0.9987	Adaptation	High	100.0	6.1e-37	127.8	cas14u
sequence_13345|prob_0.9661	Adaptation	High	100.0	2.2e-45	155.6	cas14u
sequence_15564|prob_0.9375	Adaptation	High	100.0	1.8e-44	152.6	cas14u
sequence_10902|prob_0.9853	Adaptation	Low	7.0	0.2	9.3	cas12c_arbor_variant
sequence_1606|prob_0.9999	Adaptation	High	100.0	2.4e-41	142.3	cas14u
sequence_6746|prob_0.9982	Adaptation	Low	4.1	0.39	8.3	cas12c_arbor_variant
sequence_2174|prob_0.9999	Adaptation	High	100.0	9e-37	127.3	cas14u
sequence_1140|prob_0.9999	Adaptation	High	100.0	1.4e-55	189.2	cas14u
sequence_15755|prob_0.9347	Adaptation	High	100.0	6.5e-47	160.7	cas14u
sequence_1438|prob_0.9999	Adaptation	High	100.0	1.7e-34	119.8	cas14u
sequence_1339|prob_0.9999	Adaptation	High	100.0	3.3e-37	128.7	cas14u
sequence_2788|prob_0.9998	Adaptation	High	100.0	3.2e-39	135.3	cas14u
sequence_2360|prob_0.9999	Adaptation	High	100.0	1.1e-40	140.1	cas14u
sequence_2378|prob_0.9999	Adaptation	High	100.0	2.7e-40	138.8	cas14u
sequence_19360|prob_0.8386	Adaptation	High	100.0	2.1e-40	139.2	cas14u
sequence_3187|prob_0.9998	Adaptation	High	100.0	5.7e-39	134.5	cas14u
sequence_2300|prob_0.9999	Adaptation	High	100.0	5e-38	131.4	cas14u
sequence_1317|prob_0.9999	Adaptation	High	100.0	8.7e-38	130.6	cas14u
sequence_3195|prob_0.9998	Adaptation	High	100.0	7.1e-42	144.1	cas14u
sequence_1366|prob_0.9999	Adaptation	High	100.0	4.3e-40	138.2	cas14u
sequence_4333|prob_0.9996	Adaptation	High	100.0	1.2e-42	146.6	cas14u
sequence_3627|prob_0.9997	Adaptation	High	100.0	2.7e-37	129.0	cas14u
sequence_1817|prob_0.9999	Adaptation	High	100.0	5.7e-38	131.2	cas14u
sequence_5336|prob_0.9992	Adaptation	High	100.0	5.3e-41	141.2	cas14u
sequence_3726|prob_0.9997	Adaptation	High	100.0	3.8e-36	125.2	cas14u
sequence_2830|prob_0.9998	Adaptation	High	100.0	8.5e-32	110.9	cas14u
sequence_4673|prob_0.9995	Adaptation	High	100.0	2.1e-38	132.6	cas14u
sequence_3304|prob_0.9998	Adaptation	High	100.0	2.9e-46	158.5	cas14u
sequence_3035|prob_0.9998	Adaptation	High	100.0	2.8e-42	145.4	cas14u
sequence_6956|prob_0.9980	Adaptation	High	100.0	1.9e-41	142.7	cas14u
sequence_2576|prob_0.9999	Adaptation	High	100.0	4.6e-39	134.8	cas14u
sequence_2247|prob_0.9999	Adaptation	High	100.0	8.5e-38	130.6	cas14u
sequence_2776|prob_0.9998	Adaptation	High	100.0	1.2e-41	143.3	cas14u
sequence_4537|prob_0.9995	Adaptation	High	100.0	1.7e-39	136.2	cas14u
sequence_4538|prob_0.9995	Adaptation	High	100.0	1.7e-39	136.2	cas14u
sequence_4539|prob_0.9995	Adaptation	High	100.0	1.7e-39	136.2	cas14u
sequence_4540|prob_0.9995	Adaptation	High	100.0	1.7e-39	136.2	cas14u
sequence_4541|prob_0.9995	Adaptation	High	100.0	1.7e-39	136.2	cas14u
sequence_4542|prob_0.9995	Adaptation	High	100.0	1.7e-39	136.2	cas14u
sequence_4543|prob_0.9995	Adaptation	High	100.0	1.7e-39	136.2	cas14u
sequence_4544|prob_0.9995	Adaptation	High	100.0	1.7e-39	136.2	cas14u
sequence_1870|prob_0.9999	Adaptation	High	100.0	8.1e-37	127.4	cas14u
sequence_1650|prob_0.9999	Adaptation	High	100.0	1.4e-39	136.5	cas14u
sequence_1869|prob_0.9999	Adaptation	High	100.0	8.7e-37	127.3	cas14u
sequence_1655|prob_0.9999	Adaptation	High	100.0	1.9e-39	136.0	cas14u
sequence_1591|prob_0.9999	Adaptation	High	100.0	1.4e-38	133.2	cas14u
sequence_14300|prob_0.9550	Adaptation	High	100.0	1.3e-42	146.5	cas14u
sequence_3283|prob_0.9998	Adaptation	High	100.0	3.2e-39	135.3	cas14u
sequence_3284|prob_0.9998	Adaptation	High	100.0	3.2e-39	135.3	cas14u
sequence_1691|prob_0.9999	Adaptation	High	100.0	1.4e-37	129.9	cas14u
sequence_6001|prob_0.9989	Adaptation	High	100.0	1.1e-37	130.3	cas14u
sequence_4020|prob_0.9997	Adaptation	High	100.0	3.2e-39	135.3	cas14u
sequence_4426|prob_0.9996	Adaptation	High	100.0	2.7e-39	135.6	cas14u
sequence_4819|prob_0.9994	Adaptation	High	100.0	1.5e-41	143.0	cas14u
sequence_1883|prob_0.9999	Adaptation	High	100.0	1.1e-39	136.9	cas14u
sequence_2102|prob_0.9999	Adaptation	High	100.0	4.5e-41	141.4	cas14u
sequence_2551|prob_0.9999	Adaptation	High	100.0	9.6e-38	130.5	cas14u
sequence_3505|prob_0.9998	Adaptation	High	100.0	1.5e-38	133.1	cas14u
sequence_1152|prob_0.9999	Adaptation	High	100.0	1.5e-40	139.7	cas14u
sequence_2345|prob_0.9999	Adaptation	High	100.0	2.9e-37	128.9	cas14u
sequence_3745|prob_0.9997	Adaptation	High	100.0	1e-40	140.2	cas14u
sequence_1390|prob_0.9999	Adaptation	High	100.0	7.9e-40	137.3	cas14u
sequence_1391|prob_0.9999	Adaptation	High	100.0	7.2e-38	130.9	cas14u
sequence_5256|prob_0.9993	Adaptation	High	100.0	7e-39	134.2	cas14u
sequence_19938|prob_0.8124	Adaptation	High	100.0	3.5e-40	138.5	cas14u
sequence_4337|prob_0.9996	Adaptation	High	100.0	1.2e-38	133.4	cas14u
sequence_4338|prob_0.9996	Adaptation	High	100.0	1.2e-38	133.4	cas14u
sequence_3301|prob_0.9998	Adaptation	High	100.0	1.3e-37	130.0	cas14u
sequence_2410|prob_0.9999	Adaptation	High	100.0	2.3e-39	135.8	cas14u
sequence_683|prob_1.0000	Adaptation	High	100.0	5.2e-40	137.9	cas14u
sequence_18844|prob_0.8608	Adaptation	High	100.0	2.4e-45	155.5	cas14u
sequence_5305|prob_0.9993	Adaptation	High	100.0	1.7e-37	129.7	cas14u
sequence_1284|prob_0.9999	Adaptation	High	100.0	5.9e-39	134.5	cas14u
sequence_1285|prob_0.9999	Adaptation	High	100.0	5.9e-39	134.5	cas14u
sequence_6005|prob_0.9989	Adaptation	High	100.0	3.2e-38	132.0	cas14u
sequence_2399|prob_0.9999	Adaptation	High	100.0	1.9e-36	126.2	cas14u
sequence_1335|prob_0.9999	Adaptation	High	100.0	6e-37	127.8	cas14u
sequence_1191|prob_0.9999	Adaptation	High	100.0	3.5e-39	135.2	cas14u
sequence_2319|prob_0.9999	Adaptation	High	100.0	1.2e-39	136.7	cas14u
sequence_2856|prob_0.9998	Adaptation	High	100.0	5.4e-38	131.3	cas14u
sequence_2989|prob_0.9998	Adaptation	High	100.0	7.4e-47	160.5	cas14u
sequence_1668|prob_0.9999	Adaptation	High	100.0	1.4e-38	133.2	cas14u
sequence_1669|prob_0.9999	Adaptation	High	100.0	1.4e-38	133.2	cas14u
sequence_1670|prob_0.9999	Adaptation	High	100.0	1.4e-38	133.2	cas14u
sequence_1671|prob_0.9999	Adaptation	High	100.0	1.4e-38	133.2	cas14u
sequence_1190|prob_0.9999	Adaptation	High	100.0	7.5e-38	130.8	cas14u
sequence_2188|prob_0.9999	Adaptation	High	100.0	3.2e-39	135.3	cas14u
sequence_3715|prob_0.9997	Adaptation	High	100.0	6.6e-36	124.4	cas14u
sequence_3551|prob_0.9997	Adaptation	High	100.0	4.2e-38	131.6	cas14u
sequence_4159|prob_0.9996	Adaptation	High	100.0	1.1e-36	127.0	cas14u
sequence_2922|prob_0.9998	Adaptation	High	100.0	4.1e-42	144.9	cas14u
sequence_1605|prob_0.9999	Adaptation	High	100.0	3.9e-35	121.9	cas14u
sequence_4389|prob_0.9996	Adaptation	High	100.0	8.2e-37	127.4	cas14u
sequence_4390|prob_0.9996	Adaptation	High	100.0	8.2e-37	127.4	cas14u
sequence_2802|prob_0.9998	Adaptation	High	100.0	2.8e-37	128.9	cas14u
sequence_2569|prob_0.9999	Adaptation	High	100.0	2.3e-35	122.6	cas14u
sequence_5385|prob_0.9992	Adaptation	High	100.0	1e-37	130.4	cas14u
sequence_1826|prob_0.9999	Adaptation	High	100.0	3.1e-37	128.8	cas14u
sequence_838|prob_1.0000	Adaptation	High	100.0	2.5e-35	122.5	cas14u
sequence_15154|prob_0.9438	Adaptation	High	100.0	1.1e-46	159.9	cas14u
sequence_2441|prob_0.9999	Adaptation	High	100.0	6.9e-38	130.9	cas14u
sequence_1648|prob_0.9999	Adaptation	High	100.0	4.6e-40	138.1	cas14u
sequence_1490|prob_0.9999	Adaptation	High	100.0	1.4e-37	130.0	cas14u
sequence_2594|prob_0.9999	Adaptation	High	100.0	1e-40	140.3	cas14u
sequence_9594|prob_0.9916	Adaptation	High	100.0	1.2e-35	123.5	cas14u
sequence_1649|prob_0.9999	Adaptation	High	100.0	7.6e-39	134.1	cas14u
sequence_6558|prob_0.9984	Adaptation	High	100.0	6e-39	134.4	cas14u
sequence_1635|prob_0.9999	Adaptation	High	100.0	5.2e-33	114.9	cas14u
sequence_7291|prob_0.9975	Adaptation	High	100.0	1.6e-25	90.2	cas14u
sequence_1342|prob_0.9999	Adaptation	High	100.0	8.2e-60	203.2	cas14u
sequence_8540|prob_0.9949	Adaptation	High	100.0	1.2e-59	202.6	cas14u
sequence_2172|prob_0.9999	Adaptation	High	100.0	2.5e-57	195.0	cas14u
sequence_2522|prob_0.9999	Adaptation	High	100.0	1e-53	183.1	cas14u
sequence_733|prob_1.0000	Adaptation	High	100.0	5.8e-54	183.9	cas14u
sequence_6852|prob_0.9981	Adaptation	High	100.0	3.9e-64	217.4	cas14u
sequence_1262|prob_0.9999	Adaptation	High	100.0	3e-61	207.9	cas14u
sequence_1263|prob_0.9999	Adaptation	High	100.0	3e-61	207.9	cas14u
sequence_2779|prob_0.9998	Adaptation	High	100.0	1.7e-59	202.1	cas14u
sequence_12627|prob_0.9728	Adaptation	High	100.0	3.5e-54	184.6	cas14u
sequence_748|prob_1.0000	Adaptation	High	100.0	1.7e-62	212.0	cas14u
sequence_775|prob_1.0000	Adaptation	High	100.0	7.4e-61	206.6	cas14u
sequence_7048|prob_0.9979	Adaptation	High	100.0	2e-60	205.2	cas14u
sequence_12817|prob_0.9713	Adaptation	High	100.0	1.7e-53	182.3	cas14u
sequence_4976|prob_0.9994	Adaptation	High	100.0	9.8e-62	209.5	cas14u
sequence_972|prob_0.9999	Adaptation	High	100.0	3.7e-61	207.6	cas14u
sequence_4952|prob_0.9994	Adaptation	High	100.0	3.6e-64	217.5	cas14u
sequence_774|prob_1.0000	Adaptation	High	100.0	9.2e-58	196.4	cas14u
sequence_5501|prob_0.9992	Adaptation	High	100.0	5e-60	203.9	cas14u
sequence_4092|prob_0.9996	Adaptation	High	100.0	4.9e-60	203.9	cas14u
sequence_6491|prob_0.9985	Adaptation	High	100.0	1.4e-60	205.7	cas14u
sequence_313|prob_1.0000	Adaptation	High	100.0	4e-58	197.6	cas14u
sequence_7028|prob_0.9979	Adaptation	High	100.0	6.4e-62	210.1	cas14u
sequence_1195|prob_0.9999	Adaptation	High	100.0	8.9e-63	212.9	cas14u
sequence_1433|prob_0.9999	Adaptation	High	100.0	5.1e-58	197.3	cas14u
sequence_6047|prob_0.9989	Adaptation	High	100.0	1.6e-59	202.2	cas14u
sequence_4265|prob_0.9996	Adaptation	High	100.0	2.4e-63	214.8	cas14u
sequence_551|prob_1.0000	Adaptation	High	100.0	2.8e-59	201.4	cas14u
sequence_312|prob_1.0000	Adaptation	High	100.0	1.1e-57	196.1	cas14u
sequence_971|prob_0.9999	Adaptation	High	100.0	6.9e-61	206.7	cas14u
sequence_5695|prob_0.9991	Adaptation	High	100.0	9.1e-62	209.6	cas14u
sequence_4676|prob_0.9995	Adaptation	High	100.0	6.8e-68	229.8	cas14u
sequence_4233|prob_0.9996	Adaptation	High	100.0	1.5e-61	208.9	cas14u
sequence_5273|prob_0.9993	Adaptation	High	100.0	2.3e-61	208.3	cas14u
sequence_1070|prob_0.9999	Adaptation	High	100.0	7.1e-63	213.3	cas14u
sequence_1310|prob_0.9999	Adaptation	High	100.0	9.7e-59	199.6	cas14u
sequence_11461|prob_0.9818	Adaptation	High	100.0	4e-66	224.0	cas14u
sequence_1581|prob_0.9999	Adaptation	High	100.0	9.9e-59	199.6	cas14u
sequence_1361|prob_0.9999	Adaptation	High	100.0	7.7e-64	216.4	cas14u
sequence_5126|prob_0.9993	Adaptation	High	100.0	1.9e-69	234.9	cas14u
sequence_2322|prob_0.9999	Adaptation	High	100.0	5.7e-62	210.3	cas14u
sequence_6552|prob_0.9984	Adaptation	High	100.0	6.5e-61	206.8	cas14u
sequence_5947|prob_0.9989	Adaptation	High	100.0	1.5e-76	258.3	cas14u
sequence_4222|prob_0.9996	Adaptation	High	100.0	1e-58	199.5	cas14u
sequence_1582|prob_0.9999	Adaptation	High	100.0	1.1e-63	215.9	cas14u
sequence_780|prob_1.0000	Adaptation	High	100.0	3.8e-64	217.4	cas14u
sequence_3312|prob_0.9998	Adaptation	High	100.0	2e-58	198.6	cas14u
sequence_3313|prob_0.9998	Adaptation	High	100.0	2e-58	198.6	cas14u
sequence_11967|prob_0.9783	Adaptation	High	100.0	1.2e-61	209.2	cas14u
sequence_577|prob_1.0000	Adaptation	High	100.0	5.3e-68	230.1	cas14u
sequence_2582|prob_0.9999	Adaptation	High	100.0	3.8e-63	214.1	cas14u
sequence_512|prob_1.0000	Adaptation	High	100.0	5.1e-68	230.2	cas14u
sequence_2964|prob_0.9998	Adaptation	High	100.0	5.5e-59	200.4	cas14u
sequence_1548|prob_0.9999	Adaptation	High	100.0	2.4e-65	221.4	cas14u
sequence_2761|prob_0.9998	Adaptation	High	100.0	3.1e-58	198.0	cas14u
sequence_3626|prob_0.9997	Adaptation	High	100.0	1.3e-60	205.8	cas14u
sequence_9883|prob_0.9904	Adaptation	High	100.0	8.6e-61	206.4	cas14u
sequence_1328|prob_0.9999	Adaptation	High	100.0	2.1e-72	244.7	cas14u
sequence_10819|prob_0.9857	Adaptation	High	100.0	7e-61	206.7	cas14u
sequence_4447|prob_0.9996	Adaptation	High	100.0	2.2e-76	257.7	cas14u
sequence_3874|prob_0.9997	Adaptation	High	100.0	2.7e-58	198.2	cas14u
sequence_5814|prob_0.9990	Adaptation	High	100.0	1.5e-69	235.2	cas14u
sequence_2525|prob_0.9999	Adaptation	High	100.0	1.8e-63	215.2	cas14u
sequence_2803|prob_0.9998	Adaptation	High	100.0	1.3e-57	196.0	cas14u
sequence_2747|prob_0.9998	Adaptation	High	100.0	7.8e-64	216.4	cas14u
sequence_750|prob_1.0000	Adaptation	High	100.0	1.5e-64	218.8	cas14u
sequence_8059|prob_0.9961	Adaptation	High	100.0	8e-66	223.0	cas14u
sequence_6731|prob_0.9983	Adaptation	High	100.0	3.7e-78	263.6	cas14u
sequence_1748|prob_0.9999	Adaptation	High	100.0	7.2e-62	209.9	cas14u
sequence_9770|prob_0.9909	Adaptation	High	100.0	1.3e-61	209.1	cas14u
sequence_8989|prob_0.9936	Adaptation	High	100.0	1.7e-61	208.7	cas14u
sequence_4888|prob_0.9994	Adaptation	High	100.0	8.5e-68	229.5	cas14u
sequence_621|prob_1.0000	Adaptation	High	100.0	2e-71	241.4	cas14u
sequence_3992|prob_0.9997	Adaptation	High	100.0	2.4e-79	267.5	cas14u
sequence_455|prob_1.0000	Adaptation	High	100.0	6.3e-62	210.1	cas14u
sequence_1047|prob_0.9999	Adaptation	High	100.0	6e-72	243.1	cas14u
sequence_419|prob_1.0000	Adaptation	High	100.0	8.2e-61	206.5	cas14u
sequence_1556|prob_0.9999	Adaptation	High	100.0	2.4e-63	214.8	cas14u
sequence_4504|prob_0.9995	Adaptation	High	100.0	1.8e-84	284.4	cas14u
sequence_1079|prob_0.9999	Adaptation	High	100.0	1.4e-73	248.5	cas14u
sequence_5131|prob_0.9993	Adaptation	High	100.0	2.4e-60	204.9	cas14u
sequence_6830|prob_0.9982	Adaptation	High	100.0	2.7e-53	181.7	cas14u
sequence_9392|prob_0.9923	Adaptation	High	100.0	5.3e-56	190.6	cas14u
sequence_584|prob_1.0000	Adaptation	High	100.0	6.9e-60	203.4	cas14u
sequence_5920|prob_0.9989	Adaptation	High	100.0	8.6e-76	255.8	cas14u
sequence_363|prob_1.0000	Adaptation	High	100.0	3.3e-63	214.4	cas14u
sequence_1375|prob_0.9999	Adaptation	High	100.0	8.8e-64	216.2	cas14u
sequence_4024|prob_0.9997	Adaptation	High	100.0	1.5e-66	225.3	cas14u
sequence_6944|prob_0.9980	Adaptation	High	100.0	7.3e-64	216.5	cas14u
sequence_3242|prob_0.9998	Adaptation	High	100.0	2.6e-65	221.3	cas14u
sequence_1585|prob_0.9999	Adaptation	High	100.0	5.8e-66	223.4	cas14u
sequence_7261|prob_0.9976	Adaptation	High	100.0	2.3e-70	238.0	cas14u
sequence_5903|prob_0.9989	Adaptation	High	100.0	7.3e-64	216.5	cas14u
sequence_14051|prob_0.9583	Adaptation	High	100.0	4.9e-53	180.8	cas14u
sequence_2891|prob_0.9998	Adaptation	High	100.0	8.9e-74	249.2	cas14u
sequence_3174|prob_0.9998	Adaptation	High	100.0	3.4e-57	194.6	cas14u
sequence_1884|prob_0.9999	Adaptation	High	100.0	8.5e-63	213.0	cas14u
sequence_523|prob_1.0000	Adaptation	High	100.0	3.5e-60	204.4	cas14u
sequence_483|prob_1.0000	Adaptation	High	100.0	2.2e-60	205.0	cas14u
sequence_1017|prob_0.9999	Adaptation	High	100.0	4.6e-70	236.9	cas14u
sequence_1392|prob_0.9999	Adaptation	High	100.0	2.3e-61	208.3	cas14u
sequence_620|prob_1.0000	Adaptation	High	100.0	6.1e-66	223.4	cas14u
sequence_3552|prob_0.9997	Adaptation	High	100.0	8.2e-62	209.7	cas14u
sequence_542|prob_1.0000	Adaptation	High	100.0	5.2e-64	217.0	cas14u
sequence_1436|prob_0.9999	Adaptation	High	100.0	5.8e-67	226.7	cas14u
sequence_2977|prob_0.9998	Adaptation	High	100.0	6.6e-65	219.9	cas14u
sequence_7717|prob_0.9968	Adaptation	High	100.0	1.3e-60	205.8	cas14u
sequence_2391|prob_0.9999	Adaptation	High	100.0	1.2e-63	215.8	cas14u
sequence_491|prob_1.0000	Adaptation	High	100.0	4.5e-61	207.3	cas14u
sequence_849|prob_1.0000	Adaptation	High	100.0	3e-73	247.4	cas14u
sequence_6727|prob_0.9983	Adaptation	High	100.0	6e-70	236.5	cas14u
sequence_3856|prob_0.9997	Adaptation	High	100.0	3.2e-48	165.0	cas14u
sequence_454|prob_1.0000	Adaptation	High	100.0	1.1e-60	206.0	cas14u
sequence_405|prob_1.0000	Adaptation	High	100.0	4.8e-64	217.1	cas14u
sequence_3483|prob_0.9998	Adaptation	High	100.0	6.5e-65	220.0	cas14u
sequence_3484|prob_0.9998	Adaptation	High	100.0	6.5e-65	220.0	cas14u
sequence_5378|prob_0.9992	Adaptation	High	100.0	5.2e-84	282.9	cas14u
sequence_2565|prob_0.9999	Adaptation	High	100.0	2.9e-75	254.1	cas14u
